Speaker,Utterance,Dialogue_Act,Dialogue_Id,Dialogue_Act_ISO
b,said i had to press option twice,inform,085551009,inform
b,but never mind um,init,085551009,discourse
b,i've just spoken to somebody in um i believe your department,inform,085551009,inform
b,that's residential sales innit,confirm,085551009,answer
a,oh,backch,085551009,feedback
a,right yes,ackn,085551009,feedback
b,yeah,ackn,085551009,feedback
b,and she was gonna put me through to complaints,inform,085551009,inform
a,oh right,ackn,085551009,feedback
b,because um i've nightmare i was supposed to had a a business line put on last week at my home address,inform,085551009,inform
b,and it was supposed to take the number from my residential line,inform,085551009,inform
a,right,backch,085551009,feedback
a,right,ackn,085551009,feedback
b,okay,init,085551009,discourse
b,so,init,085551009,discourse
b,i had the residential line cancelled last Wednesday,inform,085551009,inform
b,and the business line was supposed to start about minutes after,inform,085551009,inform
a,right,ackn,085551009,feedback
b,well,init,085551009,discourse
b,it's like days down the line now,raiseIssue,085551009,None
b,and it still hasn't happened,inform,085551009,inform
a,right,ackn,085551009,feedback
a,has your residential line been disconnected or it has,reqInfo,085551009,directive
a,right,init,085551009,discourse
a,if it's if it's gonna be a business line,confirm,085551009,answer
a,you'll actually need to speak to business,suggest,085551009,directive
b,yeah yeah,ackn,085551009,feedback
b,no,refuse,085551009,None
b,look,init,085551009,discourse
b,let me finish,direct,085551009,directive
b,hang on,hold,085551009,turn
b,let me finish,direct,085551009,directive
b,let me finish um i've got i've spoken to business and they've said that they've sent me a contract which they've said they haven't and they said that again on Friday that they've sent me another one which they haven't and um they've said that i had to pay um a pound deposit cos it was unlimited call amounting and all this sort of old thing where you can't do call monitoring like you can on uh residential lines so i said to them right well lets forget the whole thing can't be bothered with it just get on to residential and tell em to like put the line back on and they said yeah no problem i'll do that for you mister and it's now Tuesday and it's still not been done it's,direct,085551009,directive
b,um i've got i've spoken to business,inform,085551009,inform
b,and they've said that they've sent me a contract which they've said they haven't,inform,085551009,inform
b,and they said that again on Friday that they've sent me another one which they haven't,inform,085551009,inform
b,and um they've said that i had to pay um a pound deposit cos it was unlimited call amounting and all this sort of old thing where you can't do call monitoring like you can on uh residential lines so i said to them right well lets forget the whole thing can't be bothered with it just get on to residential and tell em to like put the line back on and they said yeah no problem i'll do that for you mister and it's now Tuesday and it's still not been done it's,inform,085551009,inform
b,so,init,085551009,discourse
b,i said to them right well lets forget the whole thing,inform,085551009,inform
b,can't be bothered with it,inform,085551009,inform
b,just get on to residential and tell em to like put the line back on,inform,085551009,inform
b,and they said yeah no problem,inform,085551009,inform
b,i'll do that for you mister and it's now Tuesday and it's still not been done it's,inform,085551009,inform
b,and it's now Tuesday,raiseIssue,085551009,None
b,and it's still not been done,raiseIssue,085551009,None
a,right,backch,085551009,feedback
a,right,backch,085551009,feedback
a,right,backch,085551009,feedback
a,right,backch,085551009,feedback
a,oh right okay,backch,085551009,feedback
a,still not,echo,085551009,feedback
a,and right,init,085551009,discourse
a,what was the telephone number,reqInfo,085551009,directive
b,it's,answ,085551009,answer
a,yeah,ackn,085551009,feedback
b,hello,greet,085843011,greeting
b,yeah,ackn,085843011,feedback
b,i wonder if you can,direct,085843011,directive
b,we had a problem with our phone a few weeks ago um,inform,085843011,inform
b,it was all sorted out,inform,085843011,inform
b,and we were told that we would be entitled to some compensation,inform,085843011,inform
a,right,backch,085843011,feedback
a,that's correct,accept,085843011,agreement
b,so,init,085843011,discourse
b,that was all going to be sorted out,inform,085843011,inform
b,and we were going to be sent a cheque,inform,085843011,inform
b,because i'd run up quite a large mobile phone bill during the time we didn't have our own um phone,inform,085843011,inform
b,so,init,085843011,discourse
b,i said i'd rather have a cheque than have it deducted off the account in weeks to come,inform,085843011,inform
b,so,init,085843011,discourse
b,i was told that was fine it would be dealt with immediately,inform,085843011,inform
b,well,init,085843011,discourse
b,a couple more weeks went by,inform,085843011,inform
b,and we hadn't heard anything,inform,085843011,inform
b,so,init,085843011,discourse
b,i phoned except it must have been about eight or nine days ago,inform,085843011,inform
b,and was told that for some reason it hadn't been processed but nobody really knew why but it would be done as soon as possible,inform,085843011,inform
b,well,init,085843011,discourse
b,we still haven't heard anything,inform,085843011,inform
a,right,backch,085843011,feedback
a,mm hmm,backch,085843011,feedback
a,right,backch,085843011,feedback
a,oh dear,expressRegret,085843011,apology
b,so,init,085843011,discourse
b,i thought i'd better phone again just to see if something is happening,inform,085843011,inform
a,no,negate,085843011,disagreement
a,that's fine,ackn,085843011,feedback
a,i mean because it's um a fault compensation claim um,inform,085843011,inform
a,then it would be done by faults which are on,inform,085843011,inform
a,you know their direct line is,inform,085843011,inform
a,now,init,085843011,discourse
a,i can have a look at the notes and see what's been done since your last call,offer,085843011,commissive
b,right,backch,085843011,feedback
b,right,backch,085843011,feedback
b,okay then,accept,085843011,agreement
a,um so,init,085843011,discourse
a,could i take your customer number,reqInfo,085843011,directive
b,yeah,answ,085843011,answer
b,that is it's telephone number yeah,confirm,085843011,answer
a,no,negate,085843011,disagreement
a,customer number,correct,085843011,None
a,it's on the top right hand side of your bill,inform,085843011,inform
b,oh i don't even know if i've got a bill anywhere actually,expressOpinion,085843011,inform
b,um probably not,expressPossibility,085843011,inform
b,yeah,ackn,085900013,feedback
b,uh yep miss road i wanna how how much bill am i am i um um oh dear how much bill am i i'm uh can't even say it how much bill do i owe now please well all in all up to date do i have Friends And Family discounts cos i had em look round that,inform,085900013,inform
a,thank you i have your details in front of me could you please confirm your full name address and postcode thank you very much miss how can i help at the moment yes what your last bill or your um billed usage up to date right i'll just find that out for you right at the moment you owe pounds from your last bill and your unbilled usage and this is off of your next bill which is due out your next invoice is out on the of the that's of next month and your unbilled usage up to date is for pounds and p and that's without your Friends And Family discounts,thank,085900013,thanking
a,i have your details in front of me,inform,085900013,inform
a,could you please confirm your full name address and postcode,reqInfo,085900013,directive
b,yep,answ,085900013,answer
b,miss road i wanna how how much bill am i am i um um oh dear how much bill am i i'm uh can't even say it how much bill do i owe now please well all in all up to date do i have Friends And Family discounts cos i had em look round that,answElab,085900013,inform
a,thank you very much miss how can i help at the moment yes what your last bill or your um billed usage up to date right i'll just find that out for you right at the moment you owe pounds from your last bill and your unbilled usage and this is off of your next bill which is due out your next invoice is out on the of the that's of next month and your unbilled usage up to date is for pounds and p and that's without your Friends And Family discounts,thank,085900013,thanking
a,how can i help,offer,085900013,commissive
b,i wanna,direct,085900013,directive
b,how how much bill am i am i um um,reqInfo,085900013,directive
b,oh dear,expressRegret,085900013,apology
b,how much bill am i i'm uh,reqInfo,085900013,directive
b,how much bill do i owe now please,reqInfo,085900013,directive
a,yes,ackn,085900013,feedback
a,what,reqInfo,085900013,directive
a,your last bill or your um billed usage up to date,reqInfo,085900013,directive
b,well,init,085900013,discourse
b,all in all up to date,answ,085900013,answer
a,i'll just find that out for you right at the moment you owe pounds from your last bill and your unbilled usage and this is off of your next bill which is due out your next invoice is out on the of the that's of next month and your unbilled usage up to date is for pounds and p and that's without your Friends And Family discounts,informIntent,085900013,commissive
a,right,init,085900013,discourse
a,at the moment,refer,085900013,None
a,you owe pounds from your last bill and your unbilled usage,answ,085900013,answer
a,and this is off of your next bill which is due out,answElab,085900013,inform
a,your next invoice is out on the of the that's of next month and your unbilled usage up to date is for pounds and p and that's without your Friends And Family discounts,answElab,085900013,inform
a,that's of next month,answElab,085900013,inform
a,and your unbilled usage up to date is for pounds and p,answElab,085900013,inform
a,and that's without your Friends And Family discounts,answElab,085900013,inform
b,do i have Friends And Family discounts,reqInfo,085900013,directive
b,cos i had em look round that,inform,085900013,inform
b,uh good morning,greet,085936006,greeting
b,i'm ringing up on behalf of my brother,inform,085936006,inform
b,um i'm got the cheque to pay the phone bill,inform,085936006,inform
b,but i'd like it um disconnected,direct,085936006,directive
b,because he's in hospital and i don't think he'll be coming out,inform,085936006,inform
a,right okay,accept,085936006,agreement
a,no problem,accept,085936006,agreement
a,do you have the customer number at all on yeah,reqInfo,085936006,directive
b,uh yes,answ,085936006,answer
b,i've got this at the top of the,answElab,085936006,inform
a,that's on the on the bill or yeah letter,confirm,085936006,answer
b,yeah,ackn,085936006,feedback
a,yeah,backch,085936006,feedback
a,yeah,backch,085936006,feedback
a,okay,ackn,085936006,feedback
b,do you want the rest of it okay,reqInfo,085936006,directive
a,no,answ,085936006,answer
a,thats lovely,appreciate,085936006,feedback
a,that's all i need,answElab,085936006,inform
a,can you just confirm the name and the address that's on the account for me,reqInfo,085936006,directive
b,yes,answ,085936006,answer
b,it's mister yes uh missus i'm his sister,answElab,085936006,inform
a,lovely,appreciate,085936006,feedback
a,and do you know the post code at all,reqInfo,085936006,directive
b,yes,answ,085936006,answer
a,that's lovely,appreciate,085936006,feedback
a,thank you,thank,085936006,thanking
a,and can i just take your name,reqInfo,085936006,directive
b,uh missus i'm his sister,answ,085936006,answer
b,i'm his sister,inform,085936006,inform
a,okay,ackn,085936006,feedback
a,and do you have a contact number yourself missus,reqInfo,085936006,directive
b,yeah,ackn,085945007,feedback
b,morning,greet,085945007,greeting
b,that ah it's unusual for a phone to be answered straight away yeah i can't get over the shock what you pick up the phone by mistake well yeah whereas you're right there um right i've got a reminder red one here yeah which i should not have,reqInfo,085945007,directive
a,it is,answ,085945007,answer
a,yeah,answElab,085945007,inform
b,ah it's unusual for a phone to be answered straight away,expressOpinion,085945007,inform
a,nice though isn't it,expressOpinion,085945007,inform
b,yeah,accept,085945007,agreement
b,what,reqInfo,085945007,directive
b,you pick up the phone by mistake well yeah whereas you're right there um right i've got a reminder red one here yeah which i should not have,reqInfo,085945007,directive
a,no,answ,085945007,answer
a,this is um a trial as such to see how people react to um no call steering and it's far better isn't it yes,answElab,085945007,inform
a,and it's far better isn't it,expressOpinion,085945007,inform
b,well yeah whereas you're right there um right i've got a reminder red one here yeah which i should not have,accept,085945007,agreement
b,um right,init,085945007,discourse
b,i've got a reminder red one here yeah which i should not have,inform,085945007,inform
b,which i should not have,inform,085945007,inform
a,yes,backch,085945007,feedback
b,oh hello,greet,090009012,greeting
b,um it's a question about Surftime,reqInfo,090009012,directive
a,right okay,ackn,090009012,feedback
b,right we got um a C D disc from one of your shops and we entered um Surftime on it we went into Surftime and accepted and everything but since then we found out that Surftime isn't available in this area and now we're stuck cause we we we tried to go into B T Internet and it won't let us it won't let us do anything now with the disk cause we've already accepted Surftime,init,090009012,discourse
b,we got um a C D disc from one of your shops,inform,090009012,inform
b,and we entered um Surftime on it,inform,090009012,inform
b,we went into Surftime and accepted and everything,inform,090009012,inform
b,but since then,refer,090009012,None
b,we found out that Surftime isn't available in this area,inform,090009012,inform
a,mm hmm,backch,090009012,feedback
a,ah right okay,ackn,090009012,feedback
b,and now we're stuck,inform,090009012,inform
b,cause we we we tried to go into B T Internet,inform,090009012,inform
b,and it won't let us it won't let us do anything now with the disk,inform,090009012,inform
b,cause we've already accepted Surftime,inform,090009012,inform
a,yeah,backch,090009012,feedback
b,hi,greet,090456012,greeting
b,excuse me,greet,090456012,greeting
b,i've rented a phone before,inform,090456012,inform
b,uh it's not me for my friend,inform,090456012,inform
b,and they were supposed were supposed to suppose to send me a box to send them to send the phone back to them and,inform,090456012,inform
a,uh hmm,backch,090456012,feedback
a,you want to return the phone do you,confirm,090456012,answer
a,right okay,ackn,090456012,feedback
b,yeah,backch,090456012,feedback
b,yeah,backch,090456012,feedback
b,but they didn't send anything yet,inform,090456012,inform
a,let me just see whether it's been requested,informIntent,090456012,commissive
a,what's your phone number please,reqInfo,090456012,directive
b,it's it's already been disconnected and i've already received the bill it's just the phone i didn't get here yeah oh right,answ,090456012,answer
a,yep,ackn,090456012,feedback
a,uh hm,ackn,090456012,feedback
b,it's already been disconnected,inform,090456012,inform
b,and i've already received the bill,inform,090456012,inform
b,it's just the phone i didn't get here,inform,090456012,inform
a,okay,ackn,090456012,feedback
a,let me just have a look for you ah right i can't actually see um a request for that packaging how many phones did you actually have just the one yeah no i do apologise about that it hasn't actually been requested i'll request that for you now and that should be with you in a few days,informIntent-hold,090456012,None
a,ah right,init,090456012,discourse
a,i can't actually see um a request for that packaging how many phones did you actually have just the one yeah no i do apologise about that it hasn't actually been requested i'll request that for you now and that should be with you in a few days,inform,090456012,inform
a,how many phones did you actually have,reqInfo,090456012,directive
a,just the one,reqInfo,090456012,directive
b,yeah,answ,090456012,answer
a,no,negate,090456012,disagreement
a,i do apologise about that,expressRegret,090456012,apology
a,it hasn't actually been requested,inform,090456012,inform
a,i'll request that for you now,informIntent,090456012,commissive
a,and that should be with you in a few days,inform,090456012,inform
b,oh right,backch,090456012,feedback
b,hello,greet,090638013,greeting
a,hello,greet,090638013,greeting
a,how can i help you,offer,090638013,commissive
b,i thought i got through,inform,090638013,inform
b,there's usually an answer oh machine,inform,090638013,inform
a,what's your enquiry about,reqInfo,090638013,directive
b,right,ackn,090638013,feedback
b,um it's uh um uh moving a new telephone number um,answ,090638013,answer
b,i just spoke to somebody,inform,090638013,inform
b,i think it was,expressOpinion,090638013,inform
b,and um i've we're moving out of this house,inform,090638013,inform
b,we're moving to another house,inform,090638013,inform
b,but we're we don't want the telephone connected at the moment,inform,090638013,inform
b,because um we're actually moving into somewhere else at the moment,inform,090638013,inform
b,but um i'm not sure if i gave her the right phone number i just wanted to just check it all because ah i i i only seem to remember giving her the phone number we've got here,inform,090638013,inform
b,i just wanted to just check it all,direct,090638013,directive
b,because ah i i i only seem to remember giving her the phone number we've got here,inform,090638013,inform
a,right,backch,090638013,feedback
a,mm hmm,backch,090638013,feedback
a,mm hmm,backch,090638013,feedback
a,mm,backch,090638013,feedback
a,yeah,backch,090638013,feedback
b,oh hello,greet,090724009,greeting
b,it's mister here,identifySelf,090724009,None
a,hello mister yes certainly there's no problem with that at all could i take the telephone number uh hm yeah i'm sorry about that mister could you just repeat that number i think i must have transposed the figures yes double sorry about that,greet,090724009,greeting
b,um can i speak to you about when uh about um stopping a B T Chargecard,reqModal,090724009,directive
a,yes certainly,accept,090724009,agreement
a,there's no problem with that at all,accept,090724009,agreement
a,could i take the telephone number,reqInfo,090724009,directive
b,my number is yes it's double and i'm mister now i've just got a bill double okay,answ,090724009,answer
a,uh hm,ackn,090724009,feedback
a,yeah,ackn,090724009,feedback
b,and i'm mister now i've just got a bill double okay,inform,090724009,inform
b,now,init,090724009,discourse
b,i've just got a bill,inform,090724009,inform
a,i'm sorry about that mister could you just repeat that number i think i must have transposed the figures yes double sorry about that,expressRegret,090724009,apology
a,could you just repeat that number,reqInfo,090724009,directive
a,i think i must have transposed the figures,inform,090724009,inform
a,yes,ackn,090724009,feedback
a,sorry about that,expressRegret,090724009,apology
b,okay,accept,090724009,agreement
b,hey good morning,greet,090902006,greeting
b,would you like my customer number,offer,090902006,commissive
a,no,refuse,090902006,None
a,that's fine,accept,090902006,agreement
a,if you'd just like to explain what the problem is,suggest,090902006,directive
b,right,accept,090902006,agreement
b,um i'm the owner of a property which is normally let out,inform,090902006,inform
a,yes,ackn,090902006,feedback
b,it's been vacant for some time,inform,090902006,inform
b,and the phone has been in my name,inform,090902006,inform
b,i phoned on Tuesday to say that i have sold the flat and new owners are coming in today and that that the you know the line would be transferred to them,inform,090902006,inform
a,right,backch,090902006,feedback
a,mm mm,backch,090902006,feedback
b,um it's uh uh it's i used to live in um i've just moved into number and um me phone's it's still connected up in um yeah um oh sorry,identifySelf,091007009,None
b,i used to live in um i've just moved into number and um me phone's it's still connected up in um yeah um oh sorry,inform,091007009,inform
a,right okay what what is it you're ringing about please it's still connected at your old address right what was your old telephone number please sorry with the dialling code yeah yeah,ackn,091007009,feedback
a,what what is it you're ringing about please,reqInfo,091007009,directive
b,um i've just moved into number and um me phone's it's still connected up in um yeah um oh sorry,answ,091007009,answer
b,and um me phone's it's still connected up in um yeah um oh sorry,answElab,091007009,inform
a,it's still connected at your old address,confirm,091007009,answer
b,yeah,ackn,091007009,feedback
a,right,ackn,091007009,feedback
a,what was your old telephone number please,reqInfo,091007009,directive
b,um oh sorry,answ,091007009,answer
a,sorry,expressRegret,091007009,apology
a,with the dialling code,refer,091007009,None
b,oh sorry,expressRegret,091007009,apology
a,yeah,ackn,091007009,feedback
a,yeah,ackn,091007009,feedback
b,hi,greet,091017012,greeting
b,um i'm trying to transfer my telephone,informIntent,091017012,commissive
b,cause i've moved house,inform,091017012,inform
b,and i've been trying to sort of ring up for like four days now,inform,091017012,inform
b,and every time i keep getting please hold please hold please hold,inform,091017012,inform
a,oh dear,backch,091017012,feedback
a,oh gosh,exclaim,091017012,None
a,i'm sorry,expressRegret,091017012,apology
a,right,ackn,091017012,feedback
b,it's not that,inform,091017012,inform
b,it's not that,inform,091017012,inform
b,it's just that they're busy all the time,inform,091017012,inform
a,yeah,ackn,091017012,feedback
a,you just can't get through,confirm,091017012,answer
a,oh i'm sorry about that,expressRegret,091017012,apology
b,no,negate,091017012,disagreement
b,i just keep holding and holding,inform,091017012,inform
a,right,ackn,091017012,feedback
a,can i take you telephone number please,reqInfo,091017012,directive
b,yeah,answ,091017012,answer
a,yeah,ackn,091017012,feedback
a,yeah,ackn,091017012,feedback
a,thank you can you just confirm the name and address for that please,thank,091017012,thanking
a,can you just confirm the name and address for that please,reqInfo,091017012,directive
b,yeah,answ,091017012,answer
b,it's,answElab,091017012,inform
b,hi,greet,091220007,greeting
b,could i speak to someone with a query on my Friends And Family please,direct,091220007,directive
a,um yes,accept,091220007,agreement
a,uh what's your telephone number,reqInfo,091220007,directive
b,uh breaths out okay okay okay yep it's,answ,091220007,answer
a,i'm afraid i can't do anything on my,inform,091220007,inform
a,oh computer's just locked me out,inform,091220007,inform
a,hold on righty ho if you just bear with me a moment i'll have to transfer you i'm afraid through to a colleague because i can't dial anything on my on my um keypad if you just bear with me a moment,hold,091220007,turn
a,righty ho,ackn,091220007,feedback
a,if you just bear with me a moment,hold,091220007,turn
a,i'll have to transfer you i'm afraid through to a colleague,expressRegret,091220007,apology
a,because i can't dial anything on my on my um keypad,inform,091220007,inform
a,if you just bear with me a moment,hold,091220007,turn
b,breaths out,backch,091220007,feedback
b,okay,backch,091220007,feedback
b,okay,backch,091220007,feedback
b,okay,backch,091220007,feedback
b,yep,ackn,091220007,feedback
b,it's,inform,091220007,inform
b,good morning,greet,091320006,greeting
b,it's uh well we're getting a new phone put in,inform,091320006,inform
a,right,ackn,091320006,feedback
b,uh on Wednesday,refer,091320006,None
a,uh huh,ackn,091320006,feedback
b,and we just wanted the outgoing calls,expressWish,091320006,inform
b,is it incoming calls just now,reqInfo,091320006,directive
b,if i could change it,expressWish,091320006,inform
b,good morning,greet,091541009,greeting
b,i hope you can um,expressWish,091541009,inform
b,i've moved into a property on the um of this month,inform,091541009,inform
b,now,init,091541009,discourse
b,the previous occupiers um were serviced by cable,inform,091541009,inform
b,um i would like to actually go onto i wonder if you can help me regarding this okay it's number right uh to be honest i'm not there at the moment i'd need to sort of have a scout round the house just to check whether there has been yeah,inform,091541009,inform
b,i wonder if you can help me regarding this,direct,091541009,directive
a,uh hmm,backch,091541009,feedback
a,right,backch,091541009,feedback
a,yes certainly,accept,091541009,agreement
a,no problem at all,accept,091541009,agreement
a,right,init,091541009,discourse
a,what i'll do is take the address of the property,informIntent,091541009,commissive
a,and um we'll see what um whether there's sort of been service from there in the past,inform,091541009,inform
b,okay,ackn,091541009,feedback
a,right,init,091541009,discourse
a,what's the address of the property,reqInfo,091541009,directive
b,it's number right uh to be honest i'm not there at the moment i'd need to sort of have a scout round the house just to check whether there has been yeah,answ,091541009,answer
a,mm m,backch,091541009,feedback
a,sorry,pardon,091541009,apology
a,thank you yes there has been service there in the past um have can you notice any box at all or do you think cable have gone over the top right because there's been service there in the past um we will arrange for um a engineer to call and survey because it could be that cable have gone over the top of the wiring,thank,091541009,thanking
a,yes,ackn,091541009,feedback
a,there has been service there in the past,inform,091541009,inform
a,um have can you notice any box at all or do you think cable have gone over the top,reqInfo,091541009,directive
b,right,backch,091541009,feedback
b,uh to be honest i'm not there at the moment,inform,091541009,inform
b,i'd need to sort of have a scout round the house just to check whether there has been,inform,091541009,inform
a,right,ackn,091541009,feedback
a,because there's been service there in the past,inform,091541009,inform
b,yeah,ackn,091541009,feedback
a,um we will arrange for um a engineer to call and survey,informIntent,091541009,commissive
a,because it could be that cable have gone over the top of the wiring,expressPossibility,091541009,inform
b,oh hello,greet,091553009,greeting
b,good morning,greet,091553009,greeting
b,can i give you my customer number,reqModal,091553009,directive
a,good morning,backch,091553009,feedback
a,yes please,accept,091553009,agreement
b,double yeah,inform,091553009,inform
a,double yeah yeah and there should be letters on the front could you give me those please,echo,091553009,feedback
b,yeah,ackn,091553009,feedback
a,yeah,backch,091553009,feedback
a,yeah,ackn,091553009,feedback
a,and there should be letters on the front,inform,091553009,inform
a,could you give me those please,reqInfo,091553009,directive
b,i'm i want to enquire about these B T Payment Cards,informIntent,091555012,commissive
a,oh yes,ackn,091555012,feedback
a,yeah,ackn,091555012,feedback
b,ah well,init,091555012,discourse
b,i've i got mine this morning,inform,091555012,inform
a,you have got your Payment Card,confirm,091555012,answer
a,yeah,ackn,091555012,feedback
b,yeah,ackn,091555012,feedback
b,but the the number on the card doesn't match the number on my bill,inform,091555012,inform
b,oh yes,ackn,091733010,feedback
b,good morning,greet,091733010,greeting
b,that was very quick,expressOpinion,091733010,inform
a,yeah,ackn,091733010,feedback
a,we're doing a trial to make the call steering better,inform,091733010,inform
a,so,init,091733010,discourse
a,okay,ackn,091733010,feedback
a,hello,greet,091733010,greeting
b,ah that's all right,accept,091733010,agreement
b,yes,ackn,091733010,feedback
b,can you hear,reqInfo,091733010,directive
b,good morning,greet,091733010,greeting
b,my name is a mister uh i phoned several days ago regarding um having my daughters phone put on,identifySelf,091733010,None
a,mister,echo,091733010,feedback
b,uh i phoned several days ago regarding um having my daughters phone put on,inform,091733010,inform
b,hiya,greet,091752012,greeting
b,um i rang about a couple of weeks ago about that we'd moved home and to arrange for a final bill to be sent out and the phone to be cut off,inform,091752012,inform
b,uh we haven't received it yet,inform,091752012,inform
b,i'm just checking that it's been done,informIntent,091752012,commissive
a,oh yeah,backch,091752012,feedback
a,oh right yeah,backch,091752012,feedback
a,oh right,ackn,091752012,feedback
a,could you give me the old telephone number please,reqInfo,091752012,directive
b,yeah,answ,091752012,answer
b,it's yeah the name you've got is miss uh sorry is miss but it's actually a miss and it's flat right i spoke to uh uh a man a couple of weeks ago and he was supposed to be cutting it off he said it normally takes a while but he could do it today if he rushed it through or something and he'd send me the bill as of the um yeah hang on a minute okay,answElab,091752012,inform
a,and could i take your,reqInfo,091752012,directive
a,i have your details in front of me,inform,091752012,inform
a,could i could i please take your full name address and postcode,reqInfo,091752012,directive
b,yeah,answ,091752012,answer
b,the name you've got is miss uh sorry is miss but it's actually a miss and it's flat right i spoke to uh uh a man a couple of weeks ago and he was supposed to be cutting it off he said it normally takes a while but he could do it today if he rushed it through or something and he'd send me the bill as of the um yeah hang on a minute okay,answElab,091752012,inform
b,uh sorry,expressRegret,091752012,apology
b,is miss,correct,091752012,None
b,but it's actually a miss and it's flat right i spoke to uh uh a man a couple of weeks ago and he was supposed to be cutting it off he said it normally takes a while but he could do it today if he rushed it through or something and he'd send me the bill as of the um yeah hang on a minute okay,answElab,091752012,inform
b,and it's flat right i spoke to uh uh a man a couple of weeks ago and he was supposed to be cutting it off he said it normally takes a while but he could do it today if he rushed it through or something and he'd send me the bill as of the um yeah hang on a minute okay,answElab,091752012,inform
a,yeah that's right,backch,091752012,feedback
a,that's fine,appreciate,091752012,feedback
a,uh right,init,091752012,discourse
a,the line hasn't been stopped yet,inform,091752012,inform
a,let's have a look,informIntent,091752012,commissive
a,according to this us it's still a working line,inform,091752012,inform
b,right,ackn,091752012,feedback
b,i spoke to uh uh a man a couple of weeks ago and he was supposed to be cutting it off he said it normally takes a while but he could do it today if he rushed it through or something and he'd send me the bill as of the um yeah hang on a minute okay,inform,091752012,inform
b,and he was supposed to be cutting it off,inform,091752012,inform
b,he said it normally takes a while but he could do it today if he rushed it through or something,inform,091752012,inform
b,and he'd send me the bill as of the um yeah hang on a minute okay,inform,091752012,inform
a,right,ackn,091752012,feedback
a,yeah,ackn,091752012,feedback
a,have you got a customer number for that please,reqInfo,091752012,directive
b,um yeah,answ,091752012,answer
b,hang on a minute,hold,091752012,turn
a,yeah,backch,091752012,feedback
a,yeah,backch,091752012,feedback
a,that's fine,appreciate,091752012,feedback
a,let's just have a look right i'll get that i'll just have to take a few details of the address to send it to,informIntent,091752012,commissive
a,right,init,091752012,discourse
a,i'll get that,informIntent,091752012,commissive
a,i'll just have to take a few details of the address to send it to,informIntent,091752012,commissive
b,okay,ackn,091752012,feedback
b,ah hello there,greet,091857008,greeting
b,it's an engineer working in the area,identifySelf,091857008,None
a,right,ackn,091857008,feedback
b,um i got a prepare provision task for a for a line fault on a new line,inform,091857008,inform
a,right,ackn,091857008,feedback
b,this house had lines in it,inform,091857008,inform
b,uh i don't know if it's the right department,raiseIssue,092000010,None
b,can i speak to somebody called is he there no uh what what it was is he was dealing with an enquiry for me i rang a couple of times yesterday i'm i'm trying to have a gain put on my line,direct,092000010,directive
b,is he there,reqInfo,092000010,directive
a,unfortunately yeah,answ,092000010,answer
a,not in this department,answElab,092000010,inform
b,no,ackn,092000010,feedback
a,no,answElab,092000010,inform
b,uh what what it was is he was dealing with an enquiry for me,inform,092000010,inform
b,i rang a couple of times yesterday,inform,092000010,inform
b,i'm i'm trying to have a gain put on my line,inform,092000010,inform
b,yeah,ackn,092344011,feedback
b,it's regarding me bill,inform,092344011,inform
a,right,ackn,092344011,feedback
b,okay right,ackn,092344011,feedback
b,do you,reqInfo,092344011,directive
b,i haven't got me account number,inform,092344011,inform
b,but do you want me details,reqInfo,092344011,directive
a,okay,backch,092344011,feedback
a,yep,answ,092344011,answer
a,what's your phone number please,reqInfo,092344011,directive
b,it's yeah it's miss and it's,answ,092344011,answer
a,yep yep confirm the name and address for me please yeah,ackn,092344011,feedback
a,yep,ackn,092344011,feedback
b,yeah,ackn,092344011,feedback
b,it's miss and it's,answ,092344011,answer
a,yeah,backch,092344011,feedback
b,yes,ackn,092416011,feedback
b,good morning,greet,092416011,greeting
b,it's in connection with a phone service,inform,092416011,inform
a,right sir,ackn,092416011,feedback
b,i've been restricted to incoming calls only i've been diverted to,inform,092416011,inform
b,i've been diverted to,inform,092416011,inform
b,ah good morning,greet,092444007,greeting
b,i was trying to get through to your billing department,inform,092444007,inform
a,hello,backch,092444007,feedback
a,yeah,ackn,092444007,feedback
a,i can help you with that sir,inform,092444007,inform
a,what was the phone number we're talking about,reqInfo,092444007,directive
b,oh right,backch,092444007,feedback
b,oh i just want to cancel a payment that i make for you internet services,answ,092444007,answer
a,oh right,ackn,092444007,feedback
a,so,init,092444007,discourse
a,it's actually to do with the internet,confirm,092444007,answer
b,yes,ackn,092444007,feedback
b,but i rang before and they told me to come through to the billing department,inform,092444007,inform
a,is it a Surftime payment you're making to get the unlimited evening and weekend calls,reqInfo,092444007,directive
b,i've already got that,inform,092444007,inform
b,yes,ackn,092444007,feedback
a,you want to cancel that,confirm,092444007,answer
a,that's fine,accept,092444007,agreement
a,and what's your number please,reqInfo,092444007,directive
b,yes,backch,092444007,feedback
b,uh it's a cable number,answ,092444007,answer
a,oh i can't do it from a cable i'm afraid,inform,092444007,inform
b,no,negate,092444007,disagreement
b,it's i've got the internet service,inform,092444007,inform
b,but i've got a cable number,inform,092444007,inform
a,yeah,backch,092444007,feedback
a,you're actually with internet as your service provider,confirm,092444007,answer
b,yes yes,ackn,092444007,feedback
a,right,ackn,092444007,feedback
a,but you've got a cable line,confirm,092444007,answer
b,yes,ackn,092444007,feedback
b,hello,greet,092511009,greeting
a,hello,greet,092511009,greeting
b,sorry,pardon,092511009,apology
b,who's that,reqInfo,092511009,directive
b,oh,exclaim,092511009,None
