Speaker,Utterance,Dialogue_Act,Dialogue_Act_ISO
SYS,Would you be interested?,offer,commissive
USR,that actually fits my needs so perfectly - yes book it,inform,inform
SYS,Done!,goodbye,goodbye
SYS,Enjoy your stay!,goodbye,goodbye
USR,gracias,thankyou,thanking
USR,I'm looking to book a trip to Fukuoka from Mannheim leaving on August 27th for my honeymoon.,inform,inform
SYS,Do you have a return date or a budget for this trip?,request,directive
USR,I don't have a return date but my budget is $4700.,inform,inform
SYS,"I can offer you a 5 day stay at a 3 star hotel for 3188.44 USD leaving of September 2nd, or 5 day stay at a 3.5 star hotel for 3602.35 USD.",offer,commissive
USR,Are there any availabilities for trips to Kyoto leaving from Mannheim on August 27th?,inform,inform
SYS,The 5 day 3.5 star Historic Mansion Hotel package begins August 30th.,offer,commissive
SYS,Is this suitable?,offer,commissive
USR,Maybe.,request,directive
USR,Is there anything to Kyoto?,request,directive
SYS,How about a 5 day stay in a 3 star hotel for 3680.73?,offer,commissive
USR,I think I like the 5 day stay at the 3.5 star hotel in Fukuoka.,request,directive
USR,What day does that leave?,request,directive
SYS,It leaves on August 30th at 5:02pm and returns September 2nd at 12:02 pm.,inform,inform
USR,"Yes, that'll work.",inform,inform
USR,I'd like to book this one.,inform,inform
SYS,Great!,goodbye,goodbye
SYS,Your booking is complete.,goodbye,goodbye
SYS,Have a nice day!,goodbye,goodbye
USR,Thank you,thankyou,thanking
USR,Good afternoon my name is Carolina and I want to book a trip.,greeting,greeting
USR,"Can you please tell me what specials you have at the moment leaving on August 25  and going to Guadalajara, I want to go visit my family.",greeting,greeting
SYS,For sure!,request,directive
SYS,May you let me know where you are departing from?,request,directive
USR,I am so sorry my English is not very good I meant I live in Guadalajara my family will join me at my destination if you have good packages,inform,inform
SYS,Any destination in mind?,request,directive
USR,no you tell me good packages and I tell my family to meet me there.,request,directive
USR,I have 6 days vacation.,request,directive
USR,You give me suggestion.,request,directive
SYS,"okay, how many will be travelling with you?",request,directive
USR,"just me from Guadalajara, I meet my family there, they go from other place.",inform,inform
USR,As long as I leave August 25.,inform,inform
SYS,"you have options to Seattle, Cairo USA, lima, San Francisco, Cancun, and indianapolis USA",suggest,directive
USR,"I only have 6 days, any 6 days suggestion",inform,inform
SYS,these are all 6 days or less,inform,inform
USR,"oh that sounds very good what about Cancun, I like Cancun",switch_frame,
SYS,Cancun has a 6 day stay at the White Peak Hotel.,offer,commissive
SYS,"It has a 3.5 star rating with free parking, breakfast and wifi.",offer,commissive
SYS,It leaves on August 26th and is $712 or there is the same package but leaving on September 6th,offer,commissive
USR,"I must leave on August 25 is there a package anywhere else that leaves on that day, I do not want to lose vacation day",switch_frame,
SYS,I apologize that is the earliest one all others are on the 27th,sorry,apology
USR,for 712.00 it sounds like a very nice deal I will book flight on August 26 for 6 days.,thankyou,thanking
USR,Thank you for your help.,thankyou,thanking
SYS,my pleasure !,inform,inform
SYS,glad i could help!,inform,inform
SYS,ill go ahead and book it!,inform,inform
USR,hey what's available from mtl to mexico city?,greeting,greeting
SYS,Hello!,greeting,greeting
SYS,How about a stay at the Hotel Tropic from August 17th-30th?,greeting,greeting
SYS,1189.39 if you book now.,greeting,greeting
SYS,Would you be interested?,greeting,greeting
USR,i wanna leave the 18th if i can.. i could leave from philadelphia instead.,request,directive
USR,anything ?,request,directive
SYS,I can't seem to find any flights from Montreal to Mexico City on the 18th of August.,hearmore,
SYS,If you're leaving from Philadelphia the closest date I can give you to your requested date is the 24th of August.,hearmore,
SYS,Would you like to hear more about this package?,hearmore,
USR,"hm, nah thats ok what about Philly to Santos?",inform,inform
SYS,I do have a flight to Santso leaving on the 18th.,suggest,directive
SYS,You would be spending 7 days at the Hotel Globetrotter and returning on the 23rd of August.,suggest,directive
SYS,Would you like me to book this trip?,suggest,directive
USR,that sounds like an option.. anything from montreal to santos though before i book for sure?,request,directive
SYS,"You could fly out on the 18th, spend 6 days at the hotel Globetrotter and return on the 22nd.",suggest,directive
SYS,Would you like me to book this trip?,suggest,directive
USR,how much is the package from Philadelphia?,request,directive
SYS,The package from Philadelphia is 2164.30USD.,inform,inform
SYS,The package from Montreal is 3052.39USD.,inform,inform
USR,ok.,inform,inform
USR,i want to book the trip from montreal for me and 5 colleagues,inform,inform
SYS,Excellent!,goodbye,goodbye
SYS,Your trip has been booked.,goodbye,goodbye
SYS,Enjoy your stay!,goodbye,goodbye
USR,Hi.,inform,inform
USR,I'd like to book a trip from Nagoya to Phoenix from August 15th to August 29th.,inform,inform
SYS,For how many people?,request,directive
USR,1,inform,inform
SYS,And do you have a budget for this trip?,request,directive
USR,nope,inform,inform
SYS,I cannot offer any better than 2.5 star hotels.,offer,commissive
SYS,The best that I can offer you is a 10 day 2.5 star hotel with the departure flight leaving on August 15th.,offer,commissive
USR,How about San Francisco?,inform,inform
SYS,How about a 13 day stay at a 2 star hotel for 3104.34 USD.,offer,commissive
SYS,The flight leaves on August 15th and returns August 26th.,offer,commissive
SYS,"The hotel includes free breakfast, wifi and parking!",offer,commissive
USR,Is there anything available to Atlanta?,inform,inform
SYS,I have just the trip for you!,offer,commissive
SYS,"How about 5 days at Summer Covert Club, a 3.5 star resort with free wifi and parking, for 3741.11 USD?",offer,commissive
SYS,The flight leaves on August 15th at 8:37am.,offer,commissive
USR,maybe.,inform,inform
USR,Do you have any information for Busan?,inform,inform
SYS,We certainly do!,offer,commissive
SYS,"I have offers starting at only 398.99USD for a 3 star hotel including breakfast, wifi and parking.",offer,commissive
SYS,The flight departs on August 18th.,offer,commissive
USR,I think I will book the 13 day stay in San Francisco.,inform,inform
SYS,San Francisco it is!,suggest,directive
SYS,Shall I go ahead and book the trip?,suggest,directive
USR,"Yes, thank you",thankyou,thanking
SYS,Excellent!,goodbye,goodbye
SYS,The trip is booked.,goodbye,goodbye
SYS,Thank you and goodbye.,goodbye,goodbye
USR,HEY IM TRYING TO GO ON SPRIIIIING BREEEAAAAKKKK.,inform,inform
USR,SAN FRANCISCO IS POPPIN RIGHT?,inform,inform
USR,LETS GO THERE,inform,inform
SYS,How about 5 days at the Twin Canyon Inn?,offer,commissive
SYS,Your vacation would last from the 27th to the 31st of August.,offer,commissive
SYS,Your flight would leave from Columbus.,offer,commissive
SYS,Would you be interested?,offer,commissive
USR,WE NEED TO LEAVE FROM HOGSMEADE.,inform,inform
USR,AND I HAVE TO BE BACK BY AUGUST 19,inform,inform
SYS,Unfortunately my packages to San Francisco don't end before August 27.,sorry,apology
SYS,Would you like to hear more about these packages?,sorry,apology
SYS,Or would you like to try another destination?,sorry,apology
USR,OK DENVER THEN,inform,inform
SYS,Unfortunately the earliest date I can give you for a flight to Denver is the 26th of August.,sorry,apology
SYS,Would you like to hear more about this package?,sorry,apology
SYS,Or would you like to try another destination?,sorry,apology
USR,NO AUGUST 16-AUGUST 19,inform,inform
SYS,I can't seem to find trips matching these dates.,suggest,directive
SYS,Would you like to try another destination?,suggest,directive
USR,NO BYE,goodbye,goodbye
USR,Good morning!,greeting,greeting
USR,I will be travelling with a colleague for business and we are thinking of tacking on a short vacation after.,greeting,greeting
USR,Do you have any flights going from Punta Cana to Cairo sometime between 26 August and 9 September?,greeting,greeting
SYS,Hi let me see if i can help you out!,greeting,greeting
SYS,do you have a budget in mind?,greeting,greeting
USR,"It's not necessarily about money, more about what suits our schedule.",inform,inform
USR,"If you cannot find anything from Punta Cana to Cairo, we can look at other options.",inform,inform
SYS,Are these dates flexible?,request,directive
USR,We can also leave from SF.,inform,inform
USR,slightly but not much,inform,inform
SYS,"I found southern universe inn in Cairo a 2.5 star rating with free breakfast, wifi and parking leaving on August 30th until the 8th of september, all for $1710",offer,commissive
USR,departing from what city?,request,directive
SYS,from Punta Cana,inform,inform
USR,That sound great but I want to look at another option.,request,directive
USR,What about from San Francisco to Manaus?,request,directive
USR,Anything available close to my dates?,request,directive
SYS,"yes actually we have a few options for you, Hotel Mundo (2.5 stars), Hotel Aquamarine River (2.5 stars) and Tranquil Sanctuary Hotel (3.0 stars).",inform,inform
SYS,"they are all 11 day stays with free breakfast, wifi, and parking",inform,inform
USR,same dates as Punta Cana to Cairo?,request_compare,directive
SYS,they are on the 27th until september 5th but the Tranquil Sanctuary Hotel is the 26th until the 4th,inform,inform
USR,Southern Universe in Cairo works for us.,negate,disagreement
USR,Do you have any seats available in Business class?,negate,disagreement
USR,We don't like to travel economy.,negate,disagreement
SYS,for the 26th?,confirm,answer
USR,for August 30 to September 8,inform,inform
SYS,for Business that will be $2059,offer,commissive
USR,"At the same hotel, Southern Universe?",request,directive
USR,"if so, we'll take it!",request,directive
USR,Pease send me flight confirmations by email.,request,directive
USR,I'm looking to book a trip to Chicago from Brasilia.,inform,inform
USR,I booked work off from August 27th to September 10th and im looking for a 7 day trip,inform,inform
SYS,Do you have a budget for this trip?,request,directive
USR,No I do not,inform,inform
SYS,Are you interested in a 5 day stay at a 2.5 star hotel for only 1916.38USD?,offer,commissive
USR,I would really like a 7 day stay if possible.,inform,inform
SYS,"I'm sorry, but I can only offer 5 day stays to Chicago.",sorry,apology
SYS,Are there any other places you would like to visit?,sorry,apology
USR,Ulsan.,inform,inform
SYS,Unfortunately I can only offer 5 day trips from Brasilia to Ulsan.,sorry,apology
SYS,Is there another city that you would like to fly from?,sorry,apology
USR,No.,inform,inform
USR,Are there any 7 day trips from Brasilia to La Paz?,inform,inform
SYS,I have 6 day trips available starting at 2183.39USD.,offer,commissive
SYS,Does this interest you?,offer,commissive
USR,Yes!,affirm,answer
SYS,Great!,inform,inform
SYS,"This package is a 4 star retreat including breakfast, wifi and parking.",inform,inform
SYS,Your economy flight leaves on August 27th and returns on August 31st.,inform,inform
USR,Perfect!,inform,inform
USR,Let's book that one,inform,inform
SYS,Sure thing!,goodbye,goodbye
SYS,A confirmation will be sent to your email.,goodbye,goodbye
SYS,Enjoy your trip!,goodbye,goodbye
USR,Thank you,thankyou,thanking
USR,i want ot travel to melbourne.,inform,inform
USR,i will leave from kyoto,inform,inform
SYS,Unfortunately there are no flights heading from Kyoto to Melbourne.,sorry,apology
SYS,How about Sapporo?,sorry,apology
USR,i can leave from berlin,inform,inform
SYS,Unfortunately there are no flights heading from Berlin to Melbourne.,sorry,apology
SYS,How about Munich?,sorry,apology
USR,ok well i would go to Caprica as well,inform,inform
SYS,Unfortunately there are no flights from Berlin headed to Caprica.,sorry,apology
SYS,How About Hamburg?,sorry,apology
USR,"no not hamburg, i have an outstanding warrant there.",inform,inform
USR,i would go to Naples instead,inform,inform
SYS,"In that case, I would recommend flying in from Berlin, as I can offer you a six-night package at the Courtyard Resort for 640.85 USD if you leave on August 19.",suggest,directive
SYS,Would you like me to book this package?,suggest,directive
USR,I want to try to travel between august 15 and august 18,inform,inform
SYS,Unfortunately the closest package I can offer you to those specifications is from the 15th of August until the 27th.,sorry,apology
SYS,Otherwise the earliest you could leave would be August 19th.,sorry,apology
USR,"ok, i can be flexible on the dates... i will book the package leaving on the 19th for 15 people",inform,inform
SYS,Unfortunately with a party of 15 people you would need to leave by the 24th or stay until the 31st.,sorry,apology
SYS,Are either of these options OK?,sorry,apology
USR,lets book it,inform,inform
SYS,Your trip has been booked!,inform,inform
SYS,Enjoy your stay!,inform,inform
USR,sweet thank you,thankyou,thanking
USR,"Hi I wanna take a 12 day trip from Hiroshima to Phoenix, leaving on August 27th.",greeting,greeting
SYS,Will anyone be joining you?,suggest,directive
USR,"No, I don't like other people.",inform,inform
SYS,"Not a problem, and do you have a budget?",request,directive
USR,"No, I'm rich.",inform,inform
SYS,"Would an 8 day stay at a 3 star hotel for 4202.50USD, with economy flight leaving on August 27th interest you?",offer,commissive
USR,Possibly.,inform,inform
USR,Is there anything from Hiroshima to Baltimore?,inform,inform
SYS,Are your dates flexible?,inform,inform
SYS,I cannot offer dates earlier than September 1st for a flight from Hiroshima to Baltimore.,inform,inform
USR,No.,request,directive
USR,That's okay.,request,directive
USR,Is there anything for Boston instead of Baltimore?,request,directive
SYS,"there's a 2.5 star hotel starting at 4162.73USD for 8 days with a departure flight leaving on August 27th, or a 3 star hotel starting at 4586.75USD for 8 days with a departure flight leaving on August 30th.",offer,commissive
SYS,Do either of these interest you?,offer,commissive
USR,no.,request,directive
USR,I think ill take the trip to Phoenix.,request,directive
USR,Does the hotel offer wifi?,request,directive
SYS,"Yes, the hotel offers breakfast, wifi and parking!",inform,inform
USR,Great!,inform,inform
USR,I'll take it,inform,inform
SYS,Sure thing!,inform,inform
SYS,Your reservation has been completed.,inform,inform
USR,thank you,thankyou,thanking
USR,"Hi, I live in Diagon Alley and we need to go to Las Vegas in August for a graffiti convention its gonna be so chill cant wait",greeting,greeting
SYS,Amazing it seems that Diagon Alley is not registered here.,request,directive
SYS,Can you depart from somewhere else?,request,directive
SYS,how many will you be?,request,directive
SYS,and do you have a budget?,request,directive
USR,we're gonna be 4 we can also leave from Dublin  we gotta leave on August 17 or we will miss the convention :flushed:,inform,inform
SYS,I am sorry it seems there are no packages on that date,sorry,apology
USR,how bout indianapolis i'll just go on my own then,inform,inform
SYS,the only departing dates i have are the 18th 19th and 25th do any of those work for you?,suggest,directive
USR,is that to indianapolis I can leave on the 18th since I won't go to las vagas will I fly out of Dublin then,inform,inform
SYS,"yes it is, when do you need to be back?",affirm,answer
USR,there's no rush I'm an artist I can hang out there for a while but I do have a  allowance of $3600 what can you do for me please make sure I have a free breakfast,inform,inform
SYS,"I have 2 hotels for you to stay both 13 days, with free wifi, breakfast and parking, at either Hotel Vanilla (3 stars) for $1250 leaving on August 19th or Hotel Liberty (2.5 stars) leaving on August 18th",inform,inform
USR,sounds awesome i'll take the Hotel Vanilla might as well go in style lol  thanks for the help man,thankyou,thanking
SYS,my pleasure!,goodbye,goodbye
SYS,ill go ahead and book that for you!,goodbye,goodbye
SYS,enjoy your stay,goodbye,goodbye
USR,need a vacay,,
i only got 3 days off work tho august 27-31,,,
i wanna go to Kobe whats available?,request,,
SYS,"If you can fly out from Sapporo, I can book you at White Square from the 27th until the 31st f or only 565.53USD.",offer,commissive
USR,im leaving from brasilia,inform,inform
SYS,"In that case, your price increases to 4220.10USD.",inform,inform
SYS,Is this OK?,inform,inform
USR,not bad... what about if i went to punta cana for the same dates?,inform,inform
SYS,Unofrtunately the only available package for Punta Cana is from the 24th to the 28th of August.,offer,commissive
SYS,Is this ok?,offer,commissive
USR,is the package to Kobe august 27-31?,confirm,answer
SYS,Yes.,affirm,answer
USR,ok well that will be the only one to work for me right now.,inform,inform
USR,lets book it,inform,inform
SYS,Your vacation has been booked.,inform,inform
SYS,Enjoy your stay!,inform,inform
USR,thank you,thankyou,thanking
USR,looking to go from mos eisley to kyoto on august 27,inform,inform
SYS,I can't seem to find any flights from Mos Eisley to Kyoto.,suggest,directive
SYS,Would you be able to leave from another destination?,suggest,directive
USR,ok lets leave from sacramento,inform,inform
SYS,You're in luck!,suggest,directive
SYS,I can book you at the Quiet Garden Resort from August 27th to September 2nd.,suggest,directive
SYS,Would you like me to book this package?,suggest,directive
USR,that works great!,inform,inform
USR,book book book !,inform,inform
SYS,Booked!,inform,inform
USR,thanks,thankyou,thanking
SYS,Thank you for using our service!,thankyou,thanking
USR,I need to book a flight to find my last Pokemon.,inform,inform
USR,I would need to leave from Montreal and go to Hiroshima.,inform,inform
USR,I will also need to leave on August 19th.,inform,inform
USR,Im with 4 other adults as well.,inform,inform
SYS,Is there a budget for your trip?,request,directive
USR,"Yes, $16600.",inform,inform
SYS,"I have a nice 4.5 star hotel for 5 days starting at 13685.34USD for you, however it leaves on the 26th of August.",request,directive
SYS,Are you flexible with your dates?,request,directive
USR,"Look, just tell me, is there anything for Curitiba?",inform,inform
SYS,There's a nice 7 day package for a 3 star hotel with a departure flight on the 18th.,offer,commissive
USR,"That's perfect, how much would this end up being?",request,directive
SYS,"The package comes to a total of 12496 USD and that's including breakfast, wifi and parking!",inform,inform
USR,That is excellent!,thankyou,thanking
USR,I can finally find my last Pokemon!,thankyou,thanking
USR,Thank you!,thankyou,thanking
USR,I want to take a trip from Diagon Alley to Naples.,inform,inform
SYS,Unfortunately I do not have any flights from Diagon Alley.,sorry,apology
SYS,Are there any other nearby city?,sorry,apology
USR,nope.,inform,inform
USR,is there anything to Las Vegas from Diagon Alley?,inform,inform
SYS,"No, sorry, I have no flights from Diagon Alley in my database.",sorry,apology
USR,oh okay.,thankyou,thanking
USR,thanks anyway.,thankyou,thanking
SYS,I hope that you will return to use our services for your next booking.,goodbye,goodbye
SYS,Have a good day.,goodbye,goodbye
USR,I want to go to Tijuana.,inform,inform
SYS,Howdy.,greeting,greeting
SYS,How can I help?,greeting,greeting
USR,I would leave from Belem,inform,inform
SYS,And where would you like to go?,request,directive
USR,Tijuana,inform,inform
SYS,Do you have a set of dates in mind?,request,directive
USR,Between August 25th and September 8th.,inform,inform
USR,my dates are flexible,inform,inform
SYS,I'll see what I can find for you.,request,directive
SYS,Do you have a budget?,request,directive
USR,No.,inform,inform
SYS,"I have a few 8 day packages for you, starting at 1787.63USD for a 2.5 star hotel, to 3207.83USD for a 3.0 star hotel.",offer,commissive
USR,okay.,inform,inform
USR,Is there anything from Rio de Janeiro to Tijuana?,inform,inform
SYS,"Certainly, I can book you an 8 day trip for as low as 1745.77USD in a 2.5 star hotel, and we have an 8 day stay at a 3 star hotel for 3131.34 USD",offer,commissive
USR,Are there any trips from Belem to New York?,request,directive
SYS,"I can book you a 10 day trip for as low as 1037.49USD at a 2.5 star hotel, including breakfast, wifi and parking.",offer,commissive
USR,Is there anything from Rio de Janeiro to New York?,request,directive
SYS,I have a 13 day trip at a 2.5 star hotel for 2757.89USD.,offer,commissive
SYS,"Breakfast, wifi and parking are all included.",offer,commissive
USR,what are the dates for the 10 day trip from Belem to New York?,request,directive
SYS,Departure is on August 27th and returns Monday September 5th.,inform,inform
USR,That sounds good to me.,inform,inform
USR,I'm ready to book that one.,inform,inform
SYS,"Great, we will send you the confirmation details in a few moments.",inform,inform
USR,Thanks,thankyou,thanking
SYS,Have a nice vacation!,goodbye,goodbye
USR,Hi I live in Seattle and I really have to get out of this seedy town for a while,greeting,greeting
SYS,lets see how i can help you today!,suggest,directive
SYS,do you have a budget and will you be travelling alone,suggest,directive
USR,Yes I will be travelling alone!,inform,inform
USR,Anywhere you have available sometime between August 17 and August 29 for no more than 2200.00.,inform,inform
SYS,Are these dates flexible by any chance?,request,directive
USR,I only start work on Monday Sept 5th so I would have to be back by Sunday at the very latest!,inform,inform
SYS,Any destination in mind,request,directive
USR,Anywhere within my budget that gets me out of here!,request,directive
USR,Do you have anything in Canada?,request,directive
USR,"I like Canada, they are real nice up there.",request,directive
SYS,"i have som eavailabilities for you, such as Punta Cana, San Juan, Columbus, Baltimore, and Calgary",suggest,directive
USR,What sort of packages do you have in Calgary?,moreinfo,directive
USR,I want something classy if possible.,moreinfo,directive
SYS,"I have the Amusement available for 9 days, it is a 4 star hotel, it leaves on the 17th and returns on the 25th and is a total of $683, would you like me to upgrade that to business class?",offer,commissive
USR,That sounds SO perfect!,request,directive
USR,The dates are great and so is the price!,request,directive
USR,How much would it be for business class?,request,directive
SYS,business class would come out to $917,inform,inform
USR,"That's $300 less than I budgeted, sound like a great getaway, do I need to book that now?",inform,inform
USR,hello hello i am travelling with my 9 sisters and my child to our family reunion in Corsucant next month!,inform,inform
USR,"we will spend 1800 max, what can you do?",inform,inform
SYS,"Hi, I can't seem to find any vacation packages for Coruscant.",suggest,directive
SYS,Did you have another destination in mind?,suggest,directive
USR,well no.,thankyou,thanking
USR,its a family reunion,,
thats where my family is,,,
thanks anyway i guess...............,thankyou,,
USR,hey im looking to check out fortaleza.,greeting,greeting
USR,im leaving from sapporo on august 27,greeting,greeting
SYS,Hi there!,greeting,greeting
SYS,I can offer you a six-day vacation package starting August 27th for only 3933.10USD.,greeting,greeting
SYS,Does this fit within your budget?,greeting,greeting
USR,when is the return date?,request,directive
SYS,You would be returning on the 31st of August.,inform,inform
USR,"i would like to travel until september 7, or closer to that date.",inform,inform
USR,is there anything available is frankfurt for that window?,inform,inform
SYS,Unfortunately those are the closest days I can offer you to your specifications.,sorry,apology
USR,what about in ulsan?,inform,inform
SYS,"It looks like every package available is for the 27th-30th of August, with the best deal being 472.37USD for the trip.",offer,commissive
USR,ok.,inform,inform
USR,one last destination I am wondering about.,inform,inform
USR,Curitiba - what've you got there?,inform,inform
SYS,How about August 30th-September 6th at the Hotel Leisure?,offer,commissive
SYS,4234.65USD if you book now.,offer,commissive
USR,i like the sounds of that.,moreinfo,directive
USR,what is the hotel like?,moreinfo,directive
USR,any details?,moreinfo,directive
SYS,"The Hotel Leisure is a 3-star resort with a 6.91/10 guest rating, free breakfast, free wifi and free parking.",suggest,directive
SYS,Would you like me to book this destination?,suggest,directive
USR,what is the hotel in fortaleza like?,moreinfo,directive
SYS,"The Elder Angel  is a 3-star resort with a 7.15/10 guest rating, free breakfast, free wifi and free parking.",suggest,directive
SYS,Would you like me to book this destination?,suggest,directive
USR,lets book Curitiba!,inform,inform
USR,i want to spend more time away,inform,inform
SYS,Fantastic!,goodbye,goodbye
SYS,I have just finished booking your trip.,goodbye,goodbye
SYS,Enjoy your stay!,goodbye,goodbye
USR,thanks!,goodbye,goodbye
USR,have a good day to you,goodbye,goodbye
USR,Hi I would like to book a vacation from August 27th to August 30th,greeting,greeting
SYS,Do you have a destination in mind?,request,directive
USR,Barcelona.,inform,inform
SYS,And where will you be leaving from?,request,directive
USR,London.,inform,inform
SYS,Shall I input a budget?,request,directive
USR,No budget.,inform,inform
SYS,We have the perfect 7 day 3 star package for you starting at 2551.88USD.,offer,commissive
SYS,What do you think?,offer,commissive
USR,Could you check a trip from London to Ulsan?,inform,inform
USR,I'd like to see all my options.,inform,inform
SYS,How about a 5 day trip to a 4 star hotel for 3284.58USD?,offer,commissive
USR,My dates aren't flexible and i can only go from the 27th to the 30th.,inform,inform
USR,"If there are no results, could you check a trip from London to Fukuoka?",inform,inform
SYS,It's your lucky day!,offer,commissive
SYS,I have a 5 day 3 star package from August 27th to the 30th priced at 3410.60USD!,offer,commissive
USR,Oh good!,inform,inform
USR,That's perfect!,inform,inform
USR,I'll take it!,inform,inform
SYS,Your reservation is complete.,inform,inform
SYS,I hope you have a fantastic stay and that you refer us to all your friends.,inform,inform
USR,Thanks!,thankyou,thanking
USR,I am looking for a honeymoon package to Manaus.,inform,inform
USR,I heard it is the perfect honeymooners paradise.,inform,inform
USR,The wedding cost us an arm and a leg so I really need something reasonable.,inform,inform
SYS,hmm okay let us figure something out!,request,directive
SYS,what is your budget?,request,directive
SYS,will it just be you and your significant other?,request,directive
USR,Yes and our set of twins.,inform,inform
USR,"Won't be a very romantic honeymoon, but what can you do.",inform,inform
USR,We live in Queenstown.,inform,inform
USR,I hope $3000 is enough!,inform,inform
SYS,do you have any dates in mind?,request,directive
USR,We would like to leave on the 18th of August!,inform,inform
USR,We need to book this quick cause my boss is in the other room and if he catches me on the phone he'll have a fit.,inform,inform
SYS,It seems that we do not have anything to Manaus with that budget can you increase it?,offer,commissive
SYS,and we have dates of departure on August 19th and 25th,offer,commissive
USR,"No there's no way this wedding has already cost me a fortune I don't even know why we got married, we already had the damn kids.",inform,inform
USR,How about Leon on the 18th?,inform,inform
SYS,"it is a 7 day stay at the Sunny Aurora Hotel, it is a 5 star hotel with free wifi, the flight leaves on the 18th and is a total of $2625",offer,commissive
USR,thanks!,inform,inform
USR,book it!,inform,inform
SYS,perfect!,goodbye,goodbye
SYS,enjoy your stay!,goodbye,goodbye
USR,im married now boi.,inform,inform
USR,takin my new spouse 2 mexico city,,
10 days,,,
lets keep it 1500 max,,,
cool?,inform,,
USR,leaving from detroit,,
do your thang,inform,,
SYS,Hi there!,greeting,greeting
SYS,I can offer you 8 days in the Sublime Echo for 712.15USD.,greeting,greeting
SYS,How does that sound?,greeting,greeting
USR,ooooooo i like that.,inform,inform
USR,no 10 day options?,inform,inform
SYS,"Not for Mexico City, unfortunately.",sorry,apology
SYS,Would you like to try another destination?,sorry,apology
USR,toronto perhaps,inform,inform
SYS,Right now it looks like I can offer you 10 days in the Hotel Richard for 781.72USD.,offer,commissive
USR,sweet!,request,directive
USR,ok i like that.,request,directive
USR,leaving august 27?,request,directive
SYS,If you'd like to leave on the 27th rather than the 24th that will bring your price to 1123.51USD.,inform,inform
SYS,Is this OK?,inform,inform
USR,"thats fine, its still under 1500.",inform,inform
USR,and the hotel - what is it like?,inform,inform
SYS,"It is a 4-star resort with a 8.8/10 guest rating, free breakfast and free wifi.",suggest,directive
SYS,Would you like me to book this trip?,suggest,directive
USR,sweet!,inform,inform
USR,"yes, lets book it",inform,inform
SYS,Thank you for using our service!,thankyou,thanking
USR,thank you :slightly_smiling_face:,thankyou,thanking
USR,I'm looking to go on a trip but i'm not sure where.,inform,inform
USR,Can I get information for a trip from Toluca to Paris From August 25th to September 9th?,inform,inform
SYS,Sure thing!,request,directive
SYS,Are you on a budget?,request,directive
USR,no,inform,inform
SYS,How about a 9 day stay at a 4 star hotel for only 516.90USD?,offer,commissive
USR,How about a trip from Toluca to Curitiba?,inform,inform
SYS,How does an 8 day stay at a 3.5 star hotel for 1003.59USD sound?,offer,commissive
USR,No thanks.,negate,disagreement
USR,Can you check trips from Toluca to Brasilia?,negate,disagreement
SYS,"I can offer you a 3.5 star, 6 day stay for 1035.87 USD!",offer,commissive
USR,hmmm.,inform,inform
USR,I don't know.,inform,inform
USR,"Could you check one more, from Toluca to Hiroshima?",inform,inform
SYS,I've got a very nice one here.,offer,commissive
SYS,"How about a 4.5 star, 7 day stay for 1081.42 USD?",offer,commissive
USR,No thanks but I think I will take the 9 day trip to Paris!,negate,disagreement
USR,What are the dates for this trip?,negate,disagreement
SYS,August 27th to September 4th.,inform,inform
USR,That sounds great!,inform,inform
USR,I'll take it!,inform,inform
USR,Hello!!!!!,inform,inform
USR,We are planning a family trip with my brother and his kids and we are thinking Gotham City would be super cool for the kids.,inform,inform
USR,Do you have any packages for less than $3200?,inform,inform
SYS,Gotham city does not have any packages with us.,request,directive
SYS,Are you willing to travel somewhere else?,request,directive
SYS,"If so, where are you departing from and how many people will be in this party?",request,directive
USR,We all live in Termina.,inform,inform
USR,Anywhere else fun we could take the kids?,inform,inform
USR,Do you have anything to Disneyland?,inform,inform
USR,We are 5 adults and 11 kids.,inform,inform
SYS,I dont think we have anything to disneyland… may you tell me what dates you are willing to travel,request,directive
USR,"We don't really have any set dates, sometime this summer would be great.",negate,disagreement
USR,"If Disneyland is not available either, do you have any suggestions for us?",negate,disagreement
USR,Whatever you have that we can get to from Termina.,negate,disagreement
SYS,"there seems to be nothing coming out of termina, would you be able to depart from anywhere else?",suggest,directive
USR,Not really.,inform,inform
USR,"What if I increase my budget to $4200.00, can you offer us anything from Termina then?",inform,inform
SYS,I apologize it seems there are no flights leaving from termina,sorry,apology
USR,I will call around then and see if I can get a deal out of Termina somewhere else.,thankyou,thanking
USR,"Thank you for your help anyway,",thankyou,thanking
USR,hey,greeting,greeting
SYS,Hello there!,greeting,greeting
SYS,How can I help you?,greeting,greeting
USR,I'm tryina go to on spring break w the squad can u help me out,inform,inform
SYS,"Sure thing buddy, can you tell me more about what you're looking for?",request,directive
USR,well we are thinking las vegas sounds like a really nice place to spend spring break.,inform,inform
SYS,How many people are in your squad and where will you be travelling from?,request,directive
USR,me and 3 homies.,inform,inform
USR,leaving baltimore,inform,inform
SYS,Do you have a range of dates in mind for this trip?,request,directive
USR,yasssss.,inform,inform
USR,we are off aug 27-sept 5,inform,inform
SYS,And do you have a budget for this trip?,request,directive
USR,trying to keep it under 2900 $$,inform,inform
SYS,I have a few 6 day 2.5 star packages starting at only 2191.40 USD!,offer,commissive
SYS,How does that sound?,offer,commissive
USR,dope price but 2.5 stars sounds meh.. anything for Fukuoka?,inform,inform
